id;infinitive;time;mood;person;quantity;conjugation
584;passar;imperfet;subjuntiu;1;plural;passéssim
585;passar;imperfet;subjuntiu;2;plural;passéssiu
586;passar;imperfet;subjuntiu;3;plural;passessin
587;passar;futur;indicatiu;1;singular;passaré
588;passar;futur;indicatiu;2;singular;passaràs
589;passar;futur;indicatiu;3;singular;passarà
590;passar;futur;indicatiu;1;plural;passarem
591;passar;futur;indicatiu;2;plural;passareu
592;passar;futur;indicatiu;3;plural;passaran
593;passar;condicional;indicatiu;1;singular;passaria
594;passar;condicional;indicatiu;2;singular;passaries
595;passar;condicional;indicatiu;3;singular;passaria
596;passar;condicional;indicatiu;1;plural;passaríem
597;passar;condicional;indicatiu;2;plural;passaríeu
598;passar;condicional;indicatiu;3;plural;passarien
599;passar;participi;;;;passat
600;passar;gerundi;;;;passant
601;acabar;present;indicatiu;1;singular;acabo
602;acabar;present;indicatiu;2;singular;acabes
603;acabar;present;indicatiu;3;singular;acaba
604;acabar;present;indicatiu;1;plural;acabem
605;acabar;present;indicatiu;2;plural;acabeu
606;acabar;present;indicatiu;3;plural;acaben
607;acabar;present;subjuntiu;1;singular;acabi
608;acabar;present;subjuntiu;2;singular;acabis
609;acabar;present;subjuntiu;3;singular;acabi
610;acabar;present;subjuntiu;1;plural;acabem
611;acabar;present;subjuntiu;2;plural;acabeu
612;acabar;present;subjuntiu;3;plural;acabin
613;acabar;present;imperatiu;2;singular;acaba
614;acabar;present;imperatiu;2;plural;acabeu
615;acabar;imperfet;indicatiu;1;singular;acabava
616;acabar;imperfet;indicatiu;2;singular;acabaves
617;acabar;imperfet;indicatiu;3;singular;acabava
618;acabar;imperfet;indicatiu;1;plural;acabàvem
619;acabar;imperfet;indicatiu;2;plural;acabàveu
620;acabar;imperfet;indicatiu;3;plural;acabaven
621;acabar;imperfet;subjuntiu;1;singular;acabés
622;acabar;imperfet;subjuntiu;2;singular;acabessis
623;acabar;imperfet;subjuntiu;3;singular;acabés
624;acabar;imperfet;subjuntiu;1;plural;acabéssim
625;acabar;imperfet;subjuntiu;2;plural;acabéssiu
626;acabar;imperfet;subjuntiu;3;plural;acabessin
627;acabar;futur;indicatiu;1;singular;acabaré
628;acabar;futur;indicatiu;2;singular;acabaràs
629;acabar;futur;indicatiu;3;singular;acabarà
630;acabar;futur;indicatiu;1;plural;acabarem
631;acabar;futur;indicatiu;2;plural;acabareu
632;acabar;futur;indicatiu;3;plural;acabaran
633;acabar;condicional;indicatiu;1;singular;acabaria
634;acabar;condicional;indicatiu;2;singular;acabaries
635;acabar;condicional;indicatiu;3;singular;acabaria
636;acabar;condicional;indicatiu;1;plural;acabaríem
637;acabar;condicional;indicatiu;2;plural;acabaríeu
638;acabar;condicional;indicatiu;3;plural;acabarien
639;acabar;participi;;;;acabat
640;acabar;gerundi;;;;acabant
641;arribar;present;indicatiu;1;singular;arribo
642;arribar;present;indicatiu;2;singular;arribes
643;arribar;present;indicatiu;3;singular;arriba
644;arribar;present;indicatiu;1;plural;arribem
645;arribar;present;indicatiu;2;plural;arribeu
646;arribar;present;indicatiu;3;plural;arriben
647;arribar;present;subjuntiu;1;singular;arribi
648;arribar;present;subjuntiu;2;singular;arribis
649;arribar;present;subjuntiu;3;singular;arribi
650;arribar;present;subjuntiu;1;plural;arribem
651;arribar;present;subjuntiu;2;plural;arribeu
652;arribar;present;subjuntiu;3;plural;arribin
653;arribar;present;imperatiu;2;singular;arriba
654;arribar;present;imperatiu;2;plural;arribeu
655;arribar;imperfet;indicatiu;1;singular;arribava
656;arribar;imperfet;indicatiu;2;singular;arribaves
657;arribar;imperfet;indicatiu;3;singular;arribava
658;arribar;imperfet;indicatiu;1;plural;arribàvem
659;arribar;imperfet;indicatiu;2;plural;arribàveu
660;arribar;imperfet;indicatiu;3;plural;arribaven
661;arribar;imperfet;subjuntiu;1;singular;arribés
662;arribar;imperfet;subjuntiu;2;singular;arribessis
663;arribar;imperfet;subjuntiu;3;singular;arribés
664;arribar;imperfet;subjuntiu;1;plural;arribéssim
665;arribar;imperfet;subjuntiu;2;plural;arribéssiu
666;arribar;imperfet;subjuntiu;3;plural;arribessin
667;arribar;futur;indicatiu;1;singular;arribaré
668;arribar;futur;indicatiu;2;singular;arribaràs
669;arribar;futur;indicatiu;3;singular;arribarà
670;arribar;futur;indicatiu;1;plural;arribarem
671;arribar;futur;indicatiu;2;plural;arribareu
672;arribar;futur;indicatiu;3;plural;arribaran
673;arribar;condicional;indicatiu;1;singular;arribaria
674;arribar;condicional;indicatiu;2;singular;arribaries
675;arribar;condicional;indicatiu;3;singular;arribaria
676;arribar;condicional;indicatiu;1;plural;arribaríem
677;arribar;condicional;indicatiu;2;plural;arribaríeu
678;arribar;condicional;indicatiu;3;plural;arribarien
679;arribar;participi;;;;arribat
680;arribar;gerundi;;;;arribant
681;trobar;present;indicatiu;1;singular;trobo
682;trobar;present;indicatiu;2;singular;trobes
683;trobar;present;indicatiu;3;singular;troba
684;trobar;present;indicatiu;1;plural;trobem
685;trobar;present;indicatiu;2;plural;trobeu
686;trobar;present;indicatiu;3;plural;troben
687;trobar;present;subjuntiu;1;singular;trobi
688;trobar;present;subjuntiu;2;singular;trobis
689;trobar;present;subjuntiu;3;singular;trobi
690;trobar;present;subjuntiu;1;plural;trobem
691;trobar;present;subjuntiu;2;plural;trobeu
692;trobar;present;subjuntiu;3;plural;trobin
693;trobar;present;imperatiu;2;singular;troba
694;trobar;present;imperatiu;2;plural;trobeu
695;trobar;imperfet;indicatiu;1;singular;trobava
696;trobar;imperfet;indicatiu;2;singular;trobaves
697;trobar;imperfet;indicatiu;3;singular;trobava
698;trobar;imperfet;indicatiu;1;plural;trobàvem
699;trobar;imperfet;indicatiu;2;plural;trobàveu
700;trobar;imperfet;indicatiu;3;plural;trobaven
701;trobar;imperfet;subjuntiu;1;singular;trobés
702;trobar;imperfet;subjuntiu;2;singular;trobessis
703;trobar;imperfet;subjuntiu;3;singular;trobés
704;trobar;imperfet;subjuntiu;1;plural;trobéssim
705;trobar;imperfet;subjuntiu;2;plural;trobéssiu
706;trobar;imperfet;subjuntiu;3;plural;trobessin
707;trobar;futur;indicatiu;1;singular;trobaré
708;trobar;futur;indicatiu;2;singular;trobaràs
709;trobar;futur;indicatiu;3;singular;trobarà
710;trobar;futur;indicatiu;1;plural;trobarem
711;trobar;futur;indicatiu;2;plural;trobareu
712;trobar;futur;indicatiu;3;plural;trobaran
713;trobar;condicional;indicatiu;1;singular;trobaria
714;trobar;condicional;indicatiu;2;singular;trobaries
715;trobar;condicional;indicatiu;3;singular;trobaria
716;trobar;condicional;indicatiu;1;plural;trobaríem
717;trobar;condicional;indicatiu;2;plural;trobaríeu
718;trobar;condicional;indicatiu;3;plural;trobarien
719;trobar;participi;;;;trobat
720;trobar;gerundi;;;;trobant
721;actuar;present;indicatiu;1;singular;actuo
722;actuar;present;indicatiu;2;singular;actues
723;actuar;present;indicatiu;3;singular;actua
724;actuar;present;indicatiu;1;plural;actuem
725;actuar;present;indicatiu;2;plural;actueu
726;actuar;present;indicatiu;3;plural;actuen
727;actuar;present;subjuntiu;1;singular;actui
728;actuar;present;subjuntiu;2;singular;actuis
729;actuar;present;subjuntiu;3;singular;actui
730;actuar;present;subjuntiu;1;plural;actuem
731;actuar;present;subjuntiu;2;plural;actueu
732;actuar;present;subjuntiu;3;plural;actuin
733;actuar;present;imperatiu;2;singular;actua
734;actuar;present;imperatiu;2;plural;actueu
735;actuar;imperfet;indicatiu;1;singular;actuava
736;actuar;imperfet;indicatiu;2;singular;actuaves
737;actuar;imperfet;indicatiu;3;singular;actuava
738;actuar;imperfet;indicatiu;1;plural;actuàvem
739;actuar;imperfet;indicatiu;2;plural;actuàveu
740;actuar;imperfet;indicatiu;3;plural;actuaven
741;actuar;imperfet;subjuntiu;1;singular;actués
742;actuar;imperfet;subjuntiu;2;singular;actuessis
743;actuar;imperfet;subjuntiu;3;singular;actués
744;actuar;imperfet;subjuntiu;1;plural;actuéssim
745;actuar;imperfet;subjuntiu;2;plural;actuéssiu
746;actuar;imperfet;subjuntiu;3;plural;actuessin
747;actuar;futur;indicatiu;1;singular;actuaré
748;actuar;futur;indicatiu;2;singular;actuaràs
749;actuar;futur;indicatiu;3;singular;actuarà
750;actuar;futur;indicatiu;1;plural;actuarem
751;actuar;futur;indicatiu;2;plural;actuareu
752;actuar;futur;indicatiu;3;plural;actuaran
753;actuar;condicional;indicatiu;1;singular;actuaria
754;actuar;condicional;indicatiu;2;singular;actuaries
755;actuar;condicional;indicatiu;3;singular;actuaria
756;actuar;condicional;indicatiu;1;plural;actuaríem
757;actuar;condicional;indicatiu;2;plural;actuaríeu
758;actuar;condicional;indicatiu;3;plural;actuarien
759;actuar;participi;;;;actuat
760;actuar;gerundi;;;;actuant
761;escoltar;present;indicatiu;1;singular;escolto
762;escoltar;present;indicatiu;2;singular;escoltes
763;escoltar;present;indicatiu;3;singular;escolta
764;escoltar;present;indicatiu;1;plural;escoltem
765;escoltar;present;indicatiu;2;plural;escolteu
766;escoltar;present;indicatiu;3;plural;escolten
767;escoltar;present;subjuntiu;1;singular;escolti
768;escoltar;present;subjuntiu;2;singular;escoltis
769;escoltar;present;subjuntiu;3;singular;escolti
770;escoltar;present;subjuntiu;1;plural;escoltem
771;escoltar;present;subjuntiu;2;plural;escolteu
772;escoltar;present;subjuntiu;3;plural;escoltin
773;escoltar;present;imperatiu;2;singular;escolta
774;escoltar;present;imperatiu;2;plural;escolteu
775;escoltar;imperfet;indicatiu;1;singular;escoltava
776;escoltar;imperfet;indicatiu;2;singular;escoltaves
777;escoltar;imperfet;indicatiu;3;singular;escoltava
778;escoltar;imperfet;indicatiu;1;plural;escoltàvem
779;escoltar;imperfet;indicatiu;2;plural;escoltàveu
780;escoltar;imperfet;indicatiu;3;plural;escoltaven
781;escoltar;imperfet;subjuntiu;1;singular;escoltés
782;escoltar;imperfet;subjuntiu;2;singular;escoltessis
783;escoltar;imperfet;subjuntiu;3;singular;escoltés
784;escoltar;imperfet;subjuntiu;1;plural;escoltéssim
785;escoltar;imperfet;subjuntiu;2;plural;escoltéssiu
786;escoltar;imperfet;subjuntiu;3;plural;escoltessin
787;escoltar;futur;indicatiu;1;singular;escoltaré
788;escoltar;futur;indicatiu;2;singular;escoltaràs
789;escoltar;futur;indicatiu;3;singular;escoltarà
790;escoltar;futur;indicatiu;1;plural;escoltarem
791;escoltar;futur;indicatiu;2;plural;escoltareu
792;escoltar;futur;indicatiu;3;plural;escoltaran
793;escoltar;condicional;indicatiu;1;singular;escoltaria
794;escoltar;condicional;indicatiu;2;singular;escoltaries
795;escoltar;condicional;indicatiu;3;singular;escoltaria
796;escoltar;condicional;indicatiu;1;plural;escoltaríem
797;escoltar;condicional;indicatiu;2;plural;escoltaríeu
798;escoltar;condicional;indicatiu;3;plural;escoltarien
799;escoltar;participi;;;;escoltat
800;escoltar;gerundi;;;;escoltant
801;comprar;present;indicatiu;1;singular;compro
802;comprar;present;indicatiu;2;singular;compres
803;comprar;present;indicatiu;3;singular;compra
804;comprar;present;indicatiu;1;plural;comprem
805;comprar;present;indicatiu;2;plural;compreu
806;comprar;present;indicatiu;3;plural;compren
807;comprar;present;subjuntiu;1;singular;compri
808;comprar;present;subjuntiu;2;singular;compris
809;comprar;present;subjuntiu;3;singular;compri
810;comprar;present;subjuntiu;1;plural;comprem
811;comprar;present;subjuntiu;2;plural;compreu
812;comprar;present;subjuntiu;3;plural;comprin
813;comprar;present;imperatiu;2;singular;compra
814;comprar;present;imperatiu;2;plural;compreu
815;comprar;imperfet;indicatiu;1;singular;comprava
816;comprar;imperfet;indicatiu;2;singular;compraves
817;comprar;imperfet;indicatiu;3;singular;comprava
818;comprar;imperfet;indicatiu;1;plural;compràvem
819;comprar;imperfet;indicatiu;2;plural;compràveu
820;comprar;imperfet;indicatiu;3;plural;compraven
821;comprar;imperfet;subjuntiu;1;singular;comprés
822;comprar;imperfet;subjuntiu;2;singular;compressis
823;comprar;imperfet;subjuntiu;3;singular;comprés
824;comprar;imperfet;subjuntiu;1;plural;compréssim
825;comprar;imperfet;subjuntiu;2;plural;compréssiu
826;comprar;imperfet;subjuntiu;3;plural;compressin
827;comprar;futur;indicatiu;1;singular;compraré
828;comprar;futur;indicatiu;2;singular;compraràs
829;comprar;futur;indicatiu;3;singular;comprarà
830;comprar;futur;indicatiu;1;plural;comprarem
831;comprar;futur;indicatiu;2;plural;comprareu
832;comprar;futur;indicatiu;3;plural;compraran
833;comprar;condicional;indicatiu;1;singular;compraria
834;comprar;condicional;indicatiu;2;singular;compraries
835;comprar;condicional;indicatiu;3;singular;compraria
836;comprar;condicional;indicatiu;1;plural;compraríem
837;comprar;condicional;indicatiu;2;plural;compraríeu
838;comprar;condicional;indicatiu;3;plural;comprarien
839;comprar;participi;;;;comprat
840;comprar;gerundi;;;;comprant
841;caminar;present;indicatiu;1;singular;camino
842;caminar;present;indicatiu;2;singular;camines
843;caminar;present;indicatiu;3;singular;camina
844;caminar;present;indicatiu;1;plural;caminem
845;caminar;present;indicatiu;2;plural;camineu
846;caminar;present;indicatiu;3;plural;caminen
847;caminar;present;subjuntiu;1;singular;camini
848;caminar;present;subjuntiu;2;singular;caminis
849;caminar;present;subjuntiu;3;singular;camini
850;caminar;present;subjuntiu;1;plural;caminem
851;caminar;present;subjuntiu;2;plural;camineu
852;caminar;present;subjuntiu;3;plural;caminin
853;caminar;present;imperatiu;2;singular;camina
854;caminar;present;imperatiu;2;plural;camineu
855;caminar;imperfet;indicatiu;1;singular;caminava
856;caminar;imperfet;indicatiu;2;singular;caminaves
857;caminar;imperfet;indicatiu;3;singular;caminava
858;caminar;imperfet;indicatiu;1;plural;caminàvem
859;caminar;imperfet;indicatiu;2;plural;caminàveu
860;caminar;imperfet;indicatiu;3;plural;caminaven
861;caminar;imperfet;subjuntiu;1;singular;caminés
862;caminar;imperfet;subjuntiu;2;singular;caminessis
863;caminar;imperfet;subjuntiu;3;singular;caminés
864;caminar;imperfet;subjuntiu;1;plural;caminéssim
865;caminar;imperfet;subjuntiu;2;plural;caminéssiu
866;caminar;imperfet;subjuntiu;3;plural;caminessin
867;caminar;futur;indicatiu;1;singular;caminaré
868;caminar;futur;indicatiu;2;singular;caminaràs
869;caminar;futur;indicatiu;3;singular;caminarà
870;caminar;futur;indicatiu;1;plural;caminarem
871;caminar;futur;indicatiu;2;plural;caminareu
872;caminar;futur;indicatiu;3;plural;caminaran
873;caminar;condicional;indicatiu;1;singular;caminaria
874;caminar;condicional;indicatiu;2;singular;caminaries
875;caminar;condicional;indicatiu;3;singular;caminaria
876;caminar;condicional;indicatiu;1;plural;caminaríem
877;caminar;condicional;indicatiu;2;plural;caminaríeu
878;caminar;condicional;indicatiu;3;plural;caminarien
879;caminar;participi;;;;caminat
880;caminar;gerundi;;;;caminant
881;perdre;present;indicatiu;1;singular;perdo
882;perdre;present;indicatiu;2;singular;perds
883;perdre;present;indicatiu;3;singular;perd
884;perdre;present;indicatiu;1;plural;perdem
885;perdre;present;indicatiu;2;plural;perdeu
886;perdre;present;indicatiu;3;plural;perden
887;perdre;present;subjuntiu;1;singular;perdi
888;perdre;present;subjuntiu;2;singular;perdis
889;perdre;present;subjuntiu;3;singular;perdi
890;perdre;present;subjuntiu;1;plural;perdem
891;perdre;present;subjuntiu;2;plural;perdeu
892;perdre;present;subjuntiu;3;plural;perdin
893;perdre;present;imperatiu;2;singular;perdi
894;perdre;present;imperatiu;2;plural;perdeu
895;perdre;imperfet;indicatiu;1;singular;perdia
896;perdre;imperfet;indicatiu;2;singular;perdies
897;perdre;imperfet;indicatiu;3;singular;perdia
898;perdre;imperfet;indicatiu;1;plural;perdíem
899;perdre;imperfet;indicatiu;2;plural;perdíeu
900;perdre;imperfet;indicatiu;3;plural;perdien
901;perdre;imperfet;subjuntiu;1;singular;perdés
902;perdre;imperfet;subjuntiu;2;singular;perdessis
903;perdre;imperfet;subjuntiu;3;singular;perdés
904;perdre;imperfet;subjuntiu;1;plural;perdéssim
905;perdre;imperfet;subjuntiu;2;plural;perdéssiu
906;perdre;imperfet;subjuntiu;3;plural;perdessin
907;perdre;futur;indicatiu;1;singular;perdré
908;perdre;futur;indicatiu;2;singular;perdràs
909;perdre;futur;indicatiu;3;singular;perdrà
910;perdre;futur;indicatiu;1;plural;perdrem
911;perdre;futur;indicatiu;2;plural;perdreu
912;perdre;futur;indicatiu;3;plural;perdran
913;perdre;condicional;indicatiu;1;singular;perdria
914;perdre;condicional;indicatiu;2;singular;perdries
915;perdre;condicional;indicatiu;3;singular;perdria
916;perdre;condicional;indicatiu;1;plural;perdríem
917;perdre;condicional;indicatiu;2;plural;perdríeu
918;perdre;condicional;indicatiu;3;plural;perdrien
919;perdre;participi;;;;perdut
920;perdre;gerundi;;;;perdent
921;abatre;present;indicatiu;1;singular;abato
922;abatre;present;indicatiu;2;singular;abats
923;abatre;present;indicatiu;3;singular;abat
924;abatre;present;indicatiu;1;plural;abatem
925;abatre;present;indicatiu;2;plural;abateu
926;abatre;present;indicatiu;3;plural;abaten
927;abatre;present;subjuntiu;1;singular;abati
928;abatre;present;subjuntiu;2;singular;abatis
929;abatre;present;subjuntiu;3;singular;abati
930;abatre;present;subjuntiu;1;plural;abatem
931;abatre;present;subjuntiu;2;plural;abateu
932;abatre;present;subjuntiu;3;plural;abatin
933;abatre;present;imperatiu;2;singular;abati
934;abatre;present;imperatiu;2;plural;abateu
935;abatre;imperfet;indicatiu;1;singular;abatia
936;abatre;imperfet;indicatiu;2;singular;abaties
937;abatre;imperfet;indicatiu;3;singular;abatia
938;abatre;imperfet;indicatiu;1;plural;abatíem
939;abatre;imperfet;indicatiu;2;plural;abatíeu
940;abatre;imperfet;indicatiu;3;plural;abatien
941;abatre;imperfet;subjuntiu;1;singular;abatés
942;abatre;imperfet;subjuntiu;2;singular;abatessis
943;abatre;imperfet;subjuntiu;3;singular;abatés
944;abatre;imperfet;subjuntiu;1;plural;abatéssim
945;abatre;imperfet;subjuntiu;2;plural;abatéssiu
946;abatre;imperfet;subjuntiu;3;plural;abatessin
947;abatre;futur;indicatiu;1;singular;abatré
948;abatre;futur;indicatiu;2;singular;abatràs
949;abatre;futur;indicatiu;3;singular;abatrà
950;abatre;futur;indicatiu;1;plural;abatrem
951;abatre;futur;indicatiu;2;plural;abatreu
952;abatre;futur;indicatiu;3;plural;abatran
953;abatre;condicional;indicatiu;1;singular;abatria
954;abatre;condicional;indicatiu;2;singular;abatries
955;abatre;condicional;indicatiu;3;singular;abatria
956;abatre;condicional;indicatiu;1;plural;abatríem
957;abatre;condicional;indicatiu;2;plural;abatríeu
958;abatre;condicional;indicatiu;3;plural;abatrien
959;abatre;participi;;;;abatut
960;abatre;gerundi;;;;abatent
961;esprémer;present;indicatiu;1;singular;espremo
962;esprémer;present;indicatiu;2;singular;esprems
963;esprémer;present;indicatiu;3;singular;esprem
964;esprémer;present;indicatiu;1;plural;espremem
965;esprémer;present;indicatiu;2;plural;espremeu
966;esprémer;present;indicatiu;3;plural;espremen
967;esprémer;present;subjuntiu;1;singular;espremi
968;esprémer;present;subjuntiu;2;singular;espremis
969;esprémer;present;subjuntiu;3;singular;espremi
970;esprémer;present;subjuntiu;1;plural;espremem
971;esprémer;present;subjuntiu;2;plural;espremeu
972;esprémer;present;subjuntiu;3;plural;espremin
973;esprémer;present;imperatiu;2;singular;espremi
974;esprémer;present;imperatiu;2;plural;espremeu
975;esprémer;imperfet;indicatiu;1;singular;espremia
976;esprémer;imperfet;indicatiu;2;singular;espremies
977;esprémer;imperfet;indicatiu;3;singular;espremia
978;esprémer;imperfet;indicatiu;1;plural;espremíem
979;esprémer;imperfet;indicatiu;2;plural;espremíeu
980;esprémer;imperfet;indicatiu;3;plural;espremien
981;esprémer;imperfet;subjuntiu;1;singular;espremés
982;esprémer;imperfet;subjuntiu;2;singular;espremessis
983;esprémer;imperfet;subjuntiu;3;singular;espremés
984;esprémer;imperfet;subjuntiu;1;plural;espreméssim
985;esprémer;imperfet;subjuntiu;2;plural;espreméssiu
986;esprémer;imperfet;subjuntiu;3;plural;espremessin
987;esprémer;futur;indicatiu;1;singular;espremeré
988;esprémer;futur;indicatiu;2;singular;espremeràs
989;esprémer;futur;indicatiu;3;singular;espremerà
990;esprémer;futur;indicatiu;1;plural;espremerem
991;esprémer;futur;indicatiu;2;plural;espremereu
992;esprémer;futur;indicatiu;3;plural;espremeran
993;esprémer;condicional;indicatiu;1;singular;espremeria
994;esprémer;condicional;indicatiu;2;singular;espremeries
995;esprémer;condicional;indicatiu;3;singular;espremeria
996;esprémer;condicional;indicatiu;1;plural;espremeríem
997;esprémer;condicional;indicatiu;2;plural;espremeríeu
998;esprémer;condicional;indicatiu;3;plural;espremerien
999;esprémer;participi;;;;espremut
1000;esprémer;gerundi;;;;esprement
1001;fúmer;present;indicatiu;1;singular;fumo
1002;fúmer;present;indicatiu;2;singular;fums
1003;fúmer;present;indicatiu;3;singular;fum
1004;fúmer;present;indicatiu;1;plural;fumem
1005;fúmer;present;indicatiu;2;plural;fumeu
1006;fúmer;present;indicatiu;3;plural;fumen
1007;fúmer;present;subjuntiu;1;singular;fumi
1008;fúmer;present;subjuntiu;2;singular;fumis
1009;fúmer;present;subjuntiu;3;singular;fumi
1010;fúmer;present;subjuntiu;1;plural;fumem
1011;fúmer;present;subjuntiu;2;plural;fumeu
1012;fúmer;present;subjuntiu;3;plural;fumin
1013;fúmer;present;imperatiu;2;singular;fumi
1014;fúmer;present;imperatiu;2;plural;fumeu
1015;fúmer;imperfet;indicatiu;1;singular;fumia
1016;fúmer;imperfet;indicatiu;2;singular;fumies
1017;fúmer;imperfet;indicatiu;3;singular;fumia
1018;fúmer;imperfet;indicatiu;1;plural;fumíem
1019;fúmer;imperfet;indicatiu;2;plural;fumíeu
1020;fúmer;imperfet;indicatiu;3;plural;fumien
1021;fúmer;imperfet;subjuntiu;1;singular;fumés
1022;fúmer;imperfet;subjuntiu;2;singular;fumessis
1023;fúmer;imperfet;subjuntiu;3;singular;fumés
1024;fúmer;imperfet;subjuntiu;1;plural;fuméssim
1025;fúmer;imperfet;subjuntiu;2;plural;fuméssiu
1026;fúmer;imperfet;subjuntiu;3;plural;fumessin
1027;fúmer;futur;indicatiu;1;singular;fumeré
1028;fúmer;futur;indicatiu;2;singular;fumeràs
1029;fúmer;futur;indicatiu;3;singular;fumerà
1030;fúmer;futur;indicatiu;1;plural;fumerem
1031;fúmer;futur;indicatiu;2;plural;fumereu
1032;fúmer;futur;indicatiu;3;plural;fumeran
1033;fúmer;condicional;indicatiu;1;singular;fumeria
1034;fúmer;condicional;indicatiu;2;singular;fumeries
1035;fúmer;condicional;indicatiu;3;singular;fumeria
1036;fúmer;condicional;indicatiu;1;plural;fumeríem
1037;fúmer;condicional;indicatiu;2;plural;fumeríeu
1038;fúmer;condicional;indicatiu;3;plural;fumerien
1039;fúmer;participi;;;;fumut
1040;fúmer;gerundi;;;;fument
1041;sentir;present;indicatiu;1;singular;sento
1042;sentir;present;indicatiu;2;singular;sents
1043;sentir;present;indicatiu;3;singular;sent
1044;sentir;present;indicatiu;1;plural;sentim
1045;sentir;present;indicatiu;2;plural;sentiu
1046;sentir;present;indicatiu;3;plural;senten
1047;sentir;present;subjuntiu;1;singular;senti
1048;sentir;present;subjuntiu;2;singular;sentis
1049;sentir;present;subjuntiu;3;singular;senti
1050;sentir;present;subjuntiu;1;plural;sentim
1051;sentir;present;subjuntiu;2;plural;sentiu
1052;sentir;present;subjuntiu;3;plural;sentin
1053;sentir;present;imperatiu;2;singular;sent
1054;sentir;present;imperatiu;2;plural;sentiu
1055;sentir;imperfet;indicatiu;1;singular;sentia
1056;sentir;imperfet;indicatiu;2;singular;senties
1057;sentir;imperfet;indicatiu;3;singular;sentia
1058;sentir;imperfet;indicatiu;1;plural;sentíem
1059;sentir;imperfet;indicatiu;2;plural;sentíeu
1060;sentir;imperfet;indicatiu;3;plural;sentien
1061;sentir;imperfet;subjuntiu;1;singular;sentís
1062;sentir;imperfet;subjuntiu;2;singular;sentissis
1063;sentir;imperfet;subjuntiu;3;singular;sentís
1064;sentir;imperfet;subjuntiu;1;plural;sentíssim
1065;sentir;imperfet;subjuntiu;2;plural;sentíssiu
1066;sentir;imperfet;subjuntiu;3;plural;sentissin
1067;sentir;futur;indicatiu;1;singular;sentiré
1068;sentir;futur;indicatiu;2;singular;sentiràs
1069;sentir;futur;indicatiu;3;singular;sentirà
1070;sentir;futur;indicatiu;1;plural;sentirem
1071;sentir;futur;indicatiu;2;plural;sentireu
1072;sentir;futur;indicatiu;3;plural;sentiran
1073;sentir;condicional;indicatiu;1;singular;sentiria
1074;sentir;condicional;indicatiu;2;singular;sentiries
1075;sentir;condicional;indicatiu;3;singular;sentiria
1076;sentir;condicional;indicatiu;1;plural;sentiríem
1077;sentir;condicional;indicatiu;2;plural;sentiríeu
1078;sentir;condicional;indicatiu;3;plural;sentirien
1079;sentir;participi;;;;sentit
1080;sentir;gerundi;;;;sentint
1081;dormir;present;indicatiu;1;singular;dormo
1082;dormir;present;indicatiu;2;singular;dorms
1083;dormir;present;indicatiu;3;singular;dorm
1084;dormir;present;indicatiu;1;plural;dormim
1085;dormir;present;indicatiu;2;plural;dormiu
1086;dormir;present;indicatiu;3;plural;dormen
1087;dormir;present;subjuntiu;1;singular;dormi
1088;dormir;present;subjuntiu;2;singular;dormis
1089;dormir;present;subjuntiu;3;singular;dormi
1090;dormir;present;subjuntiu;1;plural;dormim
1091;dormir;present;subjuntiu;2;plural;dormiu
1092;dormir;present;subjuntiu;3;plural;dormin
1093;dormir;present;imperatiu;2;singular;dorm
1094;dormir;present;imperatiu;2;plural;dormiu
1095;dormir;imperfet;indicatiu;1;singular;dormia
1096;dormir;imperfet;indicatiu;2;singular;dormies
1097;dormir;imperfet;indicatiu;3;singular;dormia
1098;dormir;imperfet;indicatiu;1;plural;dormíem
1099;dormir;imperfet;indicatiu;2;plural;dormíeu
1100;dormir;imperfet;indicatiu;3;plural;dormien
1101;dormir;imperfet;subjuntiu;1;singular;dormís
1102;dormir;imperfet;subjuntiu;2;singular;dormissis
1103;dormir;imperfet;subjuntiu;3;singular;dormís
1104;dormir;imperfet;subjuntiu;1;plural;dormíssim
1105;dormir;imperfet;subjuntiu;2;plural;dormíssiu
1106;dormir;imperfet;subjuntiu;3;plural;dormissin
1107;dormir;futur;indicatiu;1;singular;dormiré
1108;dormir;futur;indicatiu;2;singular;dormiràs
1109;dormir;futur;indicatiu;3;singular;dormirà
1110;dormir;futur;indicatiu;1;plural;dormirem
1111;dormir;futur;indicatiu;2;plural;dormireu
1112;dormir;futur;indicatiu;3;plural;dormiran
1113;dormir;condicional;indicatiu;1;singular;dormiria
1114;dormir;condicional;indicatiu;2;singular;dormiries
1115;dormir;condicional;indicatiu;3;singular;dormiria
1116;dormir;condicional;indicatiu;1;plural;dormiríem
1117;dormir;condicional;indicatiu;2;plural;dormiríeu
1118;dormir;condicional;indicatiu;3;plural;dormirien
1119;dormir;participi;;;;dormit
1120;dormir;gerundi;;;;dormint
1121;llegir;present;indicatiu;1;singular;llegeixo
1122;llegir;present;indicatiu;2;singular;llegeixes
1123;llegir;present;indicatiu;3;singular;llegeix
1124;llegir;present;indicatiu;1;plural;llegim
1125;llegir;present;indicatiu;2;plural;llegiu
1126;llegir;present;indicatiu;3;plural;llegeixen
1127;llegir;present;subjuntiu;1;singular;llegeixi
1128;llegir;present;subjuntiu;2;singular;llegeixis
1129;llegir;present;subjuntiu;3;singular;llegeixi
1130;llegir;present;subjuntiu;1;plural;llegim
1131;llegir;present;subjuntiu;2;plural;llegiu
1132;llegir;present;subjuntiu;3;plural;llegeixin
1133;llegir;present;imperatiu;2;singular;llegeix
